Address,Parcel ID,Contractor Name,Price,Projected Demolished By Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
19224 Teppert,17014992.,Rickman Enterprise Group,30166.10,09/26/2018,No,3,42.436169,-83.007621,"location
(42.436169, -83.007621)",Pulaski
18204 Greeley,09019224.,DMC Consultants,14140.00,09/16/2018,No,3,42.427999,-83.087199,"location
(42.427999, -83.087199)",Hawthorne Park
8233 Sussex,22047094.,Den-Man Contractors,15780.00,10/17/2018,No,7,42.354022,-83.193862,"location
(42.354022, -83.193862)",Fiskhorn
8561 Sussex,22047069.,Den-Man Contractors,11599.00,10/17/2018,No,7,42.356691,-83.194006,"location
(42.356691, -83.194006)",Fiskhorn
4669 Alter,21063026.,Gayanga Co,12847.23,10/15/2018,No,4,42.394617,-82.952946,"location
(42.394617, -82.952946)",Fox Creek
4939 Livernois,18007021.,Gayanga Co,3175.00,10/15/2018,No,6,42.336083,-83.124401,"location
(42.336083, -83.124401)",Claytown
345 Eastlawn,21053530-1,Salenbien Trucking & Excavating Inc.,22019.80,08/06/2018,No,4,42.362528,-82.942206,"location
(42.362528, -82.942206)",Jefferson Chalmers
16586 Asbury Park,22061417.,Den-Man Contractors,14270.00,07/25/2018,No,1,42.411609,-83.20858,"location
(42.411609, -83.20858)",Crary/St Marys
16573 Murray Hill,22060416.,Den-Man Contractors,15390.00,07/25/2018,No,1,42.411436,-83.208077,"location
(42.411436, -83.208077)",Crary/St Marys
15464 Indiana,16035573-82,Blue Star,23352.00,09/26/2018,No,2,42.405291,-83.157302,"location
(42.405291, -83.157302)",Fitzgerald/Marygrove
15462 Turner,16027403-13,Blue Star,25705.00,09/26/2018,No,2,42.405308,-83.148146,"location
(42.405308, -83.148146)",Fitzgerald/Marygrove
15390 Woodingham,16028285.,Blue Star,22158.00,09/26/2018,No,2,42.404282,-83.149234,"location
(42.404282, -83.149234)",Fitzgerald/Marygrove
15872 Prevost,22055009.,Den-Man Contractors,17020.00,07/27/2018,No,1,42.40791,-83.202768,"location
(42.40791, -83.202768)",Crary/St Marys
9258 Bedford,21070871.,Salenbien Trucking & Excavating Inc.,22823.75,08/06/2018,No,4,42.411985,-82.9477,"location
(42.411985, -82.9477)",Outer Drive-Hayes
9270 Bedford,21070873.,DMC Consultants,27370.00,09/16/2018,No,4,42.412078,-82.947926,"location
(42.412078, -82.947926)",Outer Drive-Hayes
15223 Evanston,21005323.,Salenbien Trucking & Excavating Inc.,18646.80,08/06/2018,No,4,42.407801,-82.957594,"location
(42.407801, -82.957594)",Outer Drive-Hayes
10635 Bonita,21069477.,Salenbien Trucking & Excavating Inc.,11864.80,08/06/2018,No,4,42.414305,-82.961742,"location
(42.414305, -82.961742)",Outer Drive-Hayes
9269 Penrod,22078062.,Rickman Enterprise Group,19133.40,07/27/2018,No,7,42.36302,-83.220615,"location
(42.36302, -83.220615)",Franklin Park
7395 Auburn,22092951.,Rickman Enterprise Group,13250.40,09/26/2018,No,7,42.345961,-83.233386,"location
(42.345961, -83.233386)",Warrendale
14004 Westwood,22089467.,Salenbien Trucking & Excavating Inc.,13979.62,07/27/2018,No,1,42.387914,-83.231735,"location
(42.387914, -83.231735)",Westwood Park
9270 Auburn,22092319.,Rickman Enterprise Group,15030.40,09/26/2018,No,7,42.362718,-83.233225,"location
(42.362718, -83.233225)",Franklin Park
12380 Lansdowne,21058444.015L,Rickman Enterprise Group,20189.55,09/26/2018,No,4,42.430417,-82.947643,"location
(42.430417, -82.947643)",Moross-Morang
10524 Whitehill,21058102.,Salenbien Trucking & Excavating Inc.,18576.80,08/06/2018,No,4,42.413715,-82.96082,"location
(42.413715, -82.96082)",Outer Drive-Hayes
3549 Bluehill,21075596.,DMC Consultants,17093.00,09/16/2018,No,4,42.397419,-82.922237,"location
(42.397419, -82.922237)",Cornerstone Village
19677 Hoover,17013870.,Rickman Enterprise Group,14953.11,09/26/2018,No,3,42.439816,-83.00521,"location
(42.439816, -83.00521)",Pulaski
2660 Liddesdale,20013533.,Den-Man Contractors,23330.00,10/17/2018,No,6,42.268409,-83.158021,"location
(42.268409, -83.158021)",Boynton
1510 Liebold,20014267.,Den-Man Contractors,28140.00,10/17/2018,No,6,42.277601,-83.151036,"location
(42.277601, -83.151036)",Boynton
18617 Teppert,17015134.,Rickman Enterprise Group,14710.10,09/26/2018,No,3,42.431042,-83.008634,"location
(42.431042, -83.008634)",Mount Olivet
9323 Bedford,21070883.,DMC Consultants,18623.00,09/16/2018,No,4,42.411992,-82.94906,"location
(42.411992, -82.94906)",Outer Drive-Hayes
11438 College,21013534.,Rickman Enterprise Group,14915.10,09/26/2018,No,4,42.414978,-83.00297,"location
(42.414978, -83.00297)",LaSalle College Park
9186 Sorrento,22023310.,Den-Man Contractors,25942.00,10/17/2018,No,7,42.362237,-83.171173,"location
(42.362237, -83.171173)",Barton-McFarland
9374 Appoline,22020834.,Den-Man Contractors,16580.00,10/17/2018,No,7,42.364899,-83.168771,"location
(42.364899, -83.168771)",Barton-McFarland
9351 Appoline,22021906.,Den-Man Contractors,29069.00,10/17/2018,No,7,42.364597,-83.169456,"location
(42.364597, -83.169456)",Barton-McFarland
15066 Dolphin,22114797.,Blue Star,15153.00,10/17/2018,No,1,42.398568,-83.258907,"location
(42.398568, -83.258907)",Brightmoor
11536 Wayburn,21063637.,DMC Consultants,12924.00,09/16/2018,No,4,42.423352,-82.951635,"location
(42.423352, -82.951635)",Denby
15642 Tacoma,21023538.,DMC Consultants,13626.00,09/04/2018,No,3,42.441571,-82.959932,"location
(42.441571, -82.959932)",Regent Park
11645 Wayburn,21063713.009,DMC Consultants,14470.00,09/16/2018,No,4,42.424612,-82.951479,"location
(42.424612, -82.951479)",Denby
3672 Beaconsfield,21065611.,Salenbien Trucking & Excavating Inc.,38450.50,08/06/2018,No,4,42.390444,-82.943923,"location
(42.390444, -82.943923)",Morningside
4631 University Pl,21077524.002L,DMC Consultants,18074.00,09/16/2018,No,4,42.406855,-82.92154,"location
(42.406855, -82.92154)",Cornerstone Village
3848 Chalmers,21055329.,Salenbien Trucking & Excavating Inc.,29980.00,08/06/2018,No,4,42.387243,-82.953115,"location
(42.387243, -82.953115)",Fox Creek
17240 Bloom,13015150-1,DMC Consultants,27249.00,09/04/2018,No,3,42.421086,-83.048355,"location
(42.421086, -83.048355)",Davison
15438 Blackstone,22109142.,Den-Man Contractors,13475.00,10/17/2018,No,1,42.402903,-83.2491,"location
(42.402903, -83.2491)",Brightmoor
4836 Chopin,18012090.,Gayanga Co,19231.00,06/28/2018,No,6,42.332971,-83.134339,"location
(42.332971, -83.134339)",Claytown
1654 Elsmere,20008310.,Dore & Associates,117400.00,07/23/2018,No,6,42.303706,-83.133136,"location
(42.303706, -83.133136)",Springwells
1082 Lansing,16009690.,Homrich,20418.25,09/02/2018,No,6,42.314141,-83.094248,"location
(42.314141, -83.094248)",Central Southwest
10012 Evergreen,22095391.,Rickman Enterprise Group,18009.40,09/26/2018,No,7,42.368802,-83.235709,"location
(42.368802, -83.235709)",Franklin Park
9371 Decatur,22032372.,Den-Man Contractors,9090.00,10/17/2018,No,7,42.364586,-83.180384,"location
(42.364586, -83.180384)",We Care Community
15477 Dacosta,22115850.,Den-Man Contractors,14099.00,10/17/2018,No,1,42.4032,-83.260965,"location
(42.4032, -83.260965)",Brightmoor
1037 Patricia,20014389.,Den-Man Contractors,29340.00,10/17/2018,No,6,42.282144,-83.147755,"location
(42.282144, -83.147755)",Boynton
13923 Houston-Whittier,21014478.,Salenbien Trucking & Excavating Inc.,8443.80,08/06/2018,No,4,42.420737,-82.981978,"location
(42.420737, -82.981978)",Mapleridge
15352 Petoskey,12012896-7,Blue Star,24073.00,09/26/2018,No,2,42.403599,-83.138828,"location
(42.403599, -83.138828)",Pilgrim Village
15801 Chapel,22111646.,Den-Man Contractors,12940.00,10/17/2018,No,1,42.405907,-83.253753,"location
(42.405907, -83.253753)",Brightmoor
20400 Lyndon,22010372.,Blue Star,15530.00,10/17/2018,No,1,42.393607,-83.241445,"location
(42.393607, -83.241445)",Brightmoor
15430 Faircrest,21018689.,DMC Consultants,13362.00,09/04/2018,No,4,42.432193,-82.962333,"location
(42.432193, -82.962333)",Mapleridge
432 Philip,21059953.,Salenbien Trucking & Excavating Inc.,12614.80,08/06/2018,No,4,42.366529,-82.937073,"location
(42.366529, -82.937073)",Jefferson Chalmers
13232 E State Fair,21024160.,Rickman Enterprise Group,27889.55,09/26/2018,No,3,42.441854,-82.98931,"location
(42.441854, -82.98931)",Pulaski
14836 E State Fair,21024066.,Rickman Enterprise Group,15414.55,09/26/2018,No,3,42.442345,-82.969184,"location
(42.442345, -82.969184)",Regent Park
15070 Fielding,22102557.,Blue Star,16319.00,10/17/2018,No,1,42.399099,-83.242321,"location
(42.399099, -83.242321)",Brightmoor
13592 Ryan,13020442.,DMC Consultants,17927.00,09/04/2018,No,3,42.417603,-83.061445,"location
(42.417603, -83.061445)",Davison
15417 Riverdale Dr,22120846.,Den-Man Contractors,11844.00,10/17/2018,No,1,42.402279,-83.270505,"location
(42.402279, -83.270505)",Brightmoor
5709 Linwood,10007781-2,Blue Star,19120.00,09/26/2018,No,5,42.354092,-83.095386,"location
(42.354092, -83.095386)",NW Goldberg
19427 Runyon,17014709-10,Den-Man Contractors,15929.00,10/17/2018,No,3,42.438231,-83.007234,"location
(42.438231, -83.007234)",Pulaski
19751 Joann,21030783.,Rickman Enterprise Group,14930.55,09/26/2018,No,3,42.441257,-82.990573,"location
(42.441257, -82.990573)",Pulaski
10039 Nottingham,21066807.,DMC Consultants,18389.00,09/16/2018,No,4,42.412684,-82.953075,"location
(42.412684, -82.953075)",Outer Drive-Hayes
19787 Heyden,22099435.,Den-Man Contractors,14490.00,10/17/2018,No,1,42.436165,-83.241603,"location
(42.436165, -83.241603)",Evergreen Lahser 7/8
4867 Guilford,21075796.,DMC Consultants,13983.00,09/16/2018,No,4,42.406187,-82.926812,"location
(42.406187, -82.926812)",Cornerstone Village
2635 Wabash,10004787.,Homrich,24193.25,09/02/2018,No,6,42.333921,-83.076844,"location
(42.333921, -83.076844)",North Corktown
14838 Mettetal,22059940.,Den-Man Contractors,20520.00,07/25/2018,No,1,42.39843,-83.207316,"location
(42.39843, -83.207316)",Grand River-St Marys
15539 Forrer,22054434.,Den-Man Contractors,17320.00,07/26/2018,No,1,42.405157,-83.202092,"location
(42.405157, -83.202092)",Crary/St Marys
10249 Russell,05003127.,DMC Consultants,19470.00,09/16/2018,No,5,42.393941,-83.07221,"location
(42.393941, -83.07221)",North End
9850 Russell,07002749.,DMC Consultants,20938.00,09/16/2018,No,5,42.393403,-83.071173,"location
(42.393403, -83.071173)",North End
20400 Meyers,16046373-4,Den-Man Contractors,15310.00,06/27/2018,No,2,42.443212,-83.17078,"location
(42.443212, -83.17078)",Pembroke
5087 Garvin,13006769.,DMC Consultants,25371.00,09/04/2018,No,3,42.411136,-83.050718,"location
(42.411136, -83.050718)",Buffalo Charles
18426 Dean,13019993.,DMC Consultants,20473.00,09/16/2018,No,3,42.428177,-83.061448,"location
(42.428177, -83.061448)",Krainz Woods
19958 Waltham,21032715.,Rickman Enterprise Group,11571.55,09/26/2018,No,3,42.443259,-82.994888,"location
(42.443259, -82.994888)",Conner Creek
18626 Bloom,13015194.,DMC Consultants,18651.00,09/04/2018,No,3,42.430306,-83.048792,"location
(42.430306, -83.048792)",Krainz Woods
6445 Auburn,22093023.,Able Demolition,17070.80,07/26/2018,No,7,42.337949,-83.233031,"location
(42.337949, -83.233031)",Warrendale
7266 Logan,18000885.,Homrich,39699.25,09/02/2018,No,6,42.308721,-83.119633,"location
(42.308721, -83.119633)",Springwells
17149 Shields,13019429.,Gayanga Co,19137.83,10/15/2018,No,3,42.4195,-83.059614,"location
(42.4195, -83.059614)",Davison
1230 Solvay,18009417.,Homrich,15982.25,09/02/2018,No,6,42.3061,-83.118211,"location
(42.3061, -83.118211)",Central Southwest
7251 Cahalan,18000953.,Homrich,14246.25,09/02/2018,No,6,42.309927,-83.119626,"location
(42.309927, -83.119626)",Springwells
1039 Rademacher,18007783.,Den-Man Contractors,27100.00,10/17/2018,No,6,42.307509,-83.109324,"location
(42.307509, -83.109324)",Central Southwest
1218 Lewerenz,18008390.,Homrich,14182.25,09/02/2018,No,6,42.308903,-83.11266,"location
(42.308903, -83.11266)",Central Southwest
15310 Tacoma,21023545.,DMC Consultants,11600.00,09/04/2018,No,3,42.441504,-82.963482,"location
(42.441504, -82.963482)",Regent Park
20565 Joann,21030726.,Rickman Enterprise Group,14300.00,09/26/2018,No,3,42.44845,-82.990856,"location
(42.44845, -82.990856)",Conner Creek
18633 Gallagher,13023423.,DMC Consultants,14315.00,09/16/2018,No,3,42.430199,-83.070047,"location
(42.430199, -83.070047)",Conant Gardens
19247 Lamont,13017514.,Gayanga Co,7436.10,10/15/2018,No,3,42.435381,-83.055191,"location
(42.435381, -83.055191)",Farwell
6545 Hazlett,16002002.,Blue Star,15777.00,09/26/2018,No,6,42.35161,-83.127004,"location
(42.35161, -83.127004)",Midwest
19240 Healy,13017681.,DMC Consultants,15125.00,09/04/2018,No,3,42.435322,-83.055618,"location
(42.435322, -83.055618)",Farwell
5120 33rd St,16012409.,Homrich,15014.25,09/02/2018,No,6,42.340713,-83.117185,"location
(42.340713, -83.117185)",Chadsey Condon
4547 Wesson,16015469.,Blue Star,25295.00,09/26/2018,No,6,42.334954,-83.118621,"location
(42.334954, -83.118621)",Chadsey Condon
3727 Wesson,16015518.,Den-Man Contractors,13669.00,10/17/2018,No,6,42.329573,-83.114795,"location
(42.329573, -83.114795)",Central Southwest
4712 Campbell,16014525.,Homrich,25959.25,09/02/2018,No,6,42.337425,-83.118212,"location
(42.337425, -83.118212)",Chadsey Condon
19226 Syracuse,13013696.005,DMC Consultants,15687.00,09/04/2018,No,3,42.435386,-83.045722,"location
(42.435386, -83.045722)",Farwell
19129 Syracuse,13013844.,DMC Consultants,12492.00,09/04/2018,No,3,42.434019,-83.046284,"location
(42.434019, -83.046284)",Farwell
18456 Filer,15012771.,DMC Consultants,15237.00,09/04/2018,No,3,42.429533,-83.037318,"location
(42.429533, -83.037318)",Grant
4865 Roosevelt,14008420.,Blue Star,18437.00,09/26/2018,No,6,42.343992,-83.102705,"location
(42.343992, -83.102705)",Chadsey Condon
19479 Packard,15006332.,DMC Consultants,27083.00,09/04/2018,No,3,42.438469,-83.027901,"location
(42.438469, -83.027901)",Nortown
3706 Mckinley,14008534.,Blue Star,21090.00,09/26/2018,No,6,42.335779,-83.097927,"location
(42.335779, -83.097927)",Chadsey Condon
4964 Bangor,14010453.,Blue Star,18645.00,09/26/2018,No,6,42.343526,-83.108182,"location
(42.343526, -83.108182)",Chadsey Condon
3304 Goldner,16010473.,Den-Man Contractors,13320.00,10/17/2018,No,6,42.329509,-83.105728,"location
(42.329509, -83.105728)",Central Southwest
16110 Chicago,22004447-8,Salenbien Trucking & Excavating Inc.,21606.00,08/08/2016,No,7,42.36551,-83.203632,"location
(42.36551, -83.203632)",Joy Community
16090 Lappin,21021637.,Rickman Enterprise Group,21076.55,09/26/2018,No,3,42.437168,-82.953974,"location
(42.437168, -82.953974)",Regent Park
11645 Greiner,21020422-3,Rickman Enterprise Group,24825.10,09/26/2018,No,3,42.427484,-83.003302,"location
(42.427484, -83.003302)",Von Steuben
4210 Guilford,21075626.,DMC Consultants,14489.00,09/16/2018,No,4,42.402123,-82.923417,"location
(42.402123, -82.923417)",Cornerstone Village
14020 Tacoma,21023646.,Gayanga Co,11386.99,10/15/2018,No,3,42.441304,-82.979751,"location
(42.441304, -82.979751)",Franklin
3911 Haverhill,21070315.,DMC Consultants,28116.00,09/16/2018,No,4,42.393197,-82.937938,"location
(42.393197, -82.937938)",Morningside
14283 Faircrest,21018824.,Rickman Enterprise Group,13384.55,09/26/2018,No,4,42.432257,-82.975648,"location
(42.432257, -82.975648)",Mapleridge
11800 Duchess,21057755.,Salenbien Trucking & Excavating Inc.,16856.00,08/06/2018,No,4,42.422807,-82.957457,"location
(42.422807, -82.957457)",Denby
5103 Neff,21076304.,DMC Consultants,21273.00,09/16/2018,No,4,42.409053,-82.926202,"location
(42.409053, -82.926202)",Cornerstone Village
15642 Lappin,21021673-4,Rickman Enterprise Group,15272.55,09/26/2018,No,3,42.437072,-82.959784,"location
(42.437072, -82.959784)",Regent Park
4405 Alter,21063042.,Salenbien Trucking & Excavating Inc.,13944.25,08/06/2018,No,4,42.393266,-82.952043,"location
(42.393266, -82.952043)",Fox Creek
15108 Saratoga,21019001.,Rickman Enterprise Group,13677.55,09/26/2018,No,4,42.432882,-82.96576,"location
(42.432882, -82.96576)",Mapleridge
10703 Whitehill,21058370.,Salenbien Trucking & Excavating Inc.,13216.80,08/06/2018,No,4,42.415226,-82.960538,"location
(42.415226, -82.960538)",Outer Drive-Hayes
949 Kitchener,21047983.,Salenbien Trucking & Excavating Inc.,10453.80,08/06/2018,No,4,42.369064,-82.955346,"location
(42.369064, -82.955346)",Jefferson Chalmers
10780 Wayburn,21063593.,Salenbien Trucking & Excavating Inc.,15242.00,07/28/2018,No,4,42.417315,-82.955573,"location
(42.417315, -82.955573)",Outer Drive-Hayes
4576 Farmbrook,21077981.,DMC Consultants,14456.00,09/16/2018,No,4,42.407479,-82.917605,"location
(42.407479, -82.917605)",Cornerstone Village
13602 Eastwood,21019485.,Rickman Enterprise Group,21442.55,09/26/2018,No,3,42.432855,-82.984841,"location
(42.432855, -82.984841)",Franklin
15273 Park Grove,21017966.,DMC Consultants,16462.00,09/04/2018,No,4,42.430325,-82.963905,"location
(42.430325, -82.963905)",Mapleridge
15106 Glenwood,21018044.,Rickman Enterprise Group,13791.55,09/26/2018,No,4,42.430624,-82.965695,"location
(42.430624, -82.965695)",Mapleridge
14528 Coram,21022090.,Gayanga Co,8954.03,10/15/2018,No,3,42.437799,-82.972699,"location
(42.437799, -82.972699)",Regent Park
15677 Coram,21022161.,DMC Consultants,14922.00,09/04/2018,No,3,42.438511,-82.959238,"location
(42.438511, -82.959238)",Regent Park
20242 Moross,21079630-1,Salenbien Trucking & Excavating Inc.,15983.00,08/06/2018,No,4,42.426648,-82.934887,"location
(42.426648, -82.934887)",Moross-Morang
16044 Fordham,21019657.,Rickman Enterprise Group,14518.55,09/26/2018,No,4,42.434545,-82.954794,"location
(42.434545, -82.954794)",Mapleridge
14421 Mapleridge,21017581.,Rickman Enterprise Group,13406.55,09/26/2018,No,4,42.429235,-82.974634,"location
(42.429235, -82.974634)",Mapleridge
11618 Greiner,21020412-5,Rickman Enterprise Group,18403.10,09/26/2018,No,3,42.426941,-83.003666,"location
(42.426941, -83.003666)",Von Steuben
15239 Glenwood,21018287.,DMC Consultants,30309.00,09/04/2018,No,4,42.43107,-82.964483,"location
(42.43107, -82.964483)",Mapleridge
15281 Glenwood,21018292.,Rickman Enterprise Group,15478.55,09/26/2018,No,4,42.431084,-82.963779,"location
(42.431084, -82.963779)",Mapleridge
15449 Glenwood,21018301.,DMC Consultants,13795.00,09/04/2018,No,4,42.431116,-82.961971,"location
(42.431116, -82.961971)",Mapleridge
19169 Strasburg,21034419.,Den-Man Contractors,31110.00,10/17/2018,No,3,42.43583,-82.99897,"location
(42.43583, -82.99897)",Pulaski
10026 Iris,22022010.001,Blue Star,14130.00,09/26/2018,No,7,42.370315,-83.169595,"location
(42.370315, -83.169595)",Barton-McFarland
851 Continental,21048191.,Salenbien Trucking & Excavating Inc.,33037.80,08/06/2018,No,4,42.368213,-82.953641,"location
(42.368213, -82.953641)",Jefferson Chalmers
16240 Tireman,22001804-5,Rickman Enterprise Group,16144.40,09/26/2018,No,7,42.35099,-83.204789,"location
(42.35099, -83.204789)",Warren Ave Community
9974 Beaconsfield,21065782.,Salenbien Trucking & Excavating Inc.,14369.80,08/06/2018,No,4,42.411726,-82.95429,"location
(42.411726, -82.95429)",Outer Drive-Hayes
19544 Bradford,21035078.,Den-Man Contractors,14480.00,10/17/2018,No,3,42.438856,-83.000831,"location
(42.438856, -83.000831)",Pulaski
19787 Westphalia,21031819-20,Rickman Enterprise Group,13481.55,09/26/2018,No,3,42.441724,-82.993016,"location
(42.441724, -82.993016)",Pulaski
555 Conner,21046513.,Salenbien Trucking & Excavating Inc.,11153.80,08/06/2018,No,4,42.362901,-82.95466,"location
(42.362901, -82.95466)",Jefferson Chalmers
10823 Haverhill,21070151.,Salenbien Trucking & Excavating Inc.,21767.80,08/06/2018,No,4,42.415646,-82.962612,"location
(42.415646, -82.962612)",Outer Drive-Hayes
5065 Balfour,21068770.,Salenbien Trucking & Excavating Inc.,34431.50,08/06/2018,No,4,42.400694,-82.947676,"location
(42.400694, -82.947676)",Morningside
18073 Westphalia,21031934.,Gayanga Co,11507.81,10/15/2018,No,3,42.428583,-82.992553,"location
(42.428583, -82.992553)",Von Steuben
3022 Philip,21060152.,Salenbien Trucking & Excavating Inc.,15408.00,08/06/2018,No,4,42.385267,-82.949457,"location
(42.385267, -82.949457)",Riverbend
10856 Nottingham,21066617.002L,Salenbien Trucking & Excavating Inc.,15255.00,08/06/2018,No,4,42.420204,-82.947047,"location
(42.420204, -82.947047)",Yorkshire Woods
10131 Nottingham,21066794.,DMC Consultants,25169.00,09/16/2018,No,4,42.413775,-82.952256,"location
(42.413775, -82.952256)",Outer Drive-Hayes
20544 Goulburn,21032250.,Den-Man Contractors,16060.00,10/17/2018,No,3,42.448139,-82.993779,"location
(42.448139, -82.993779)",Conner Creek
15036 Manning,21023103.,Rickman Enterprise Group,12145.55,09/26/2018,No,3,42.440727,-82.966136,"location
(42.440727, -82.966136)",Regent Park
2175 Chalmers,21056139.,Salenbien Trucking & Excavating Inc.,12896.80,08/06/2018,No,4,42.379666,-82.948801,"location
(42.379666, -82.948801)",Riverbend
4208 Lakepointe,21064565.,Salenbien Trucking & Excavating Inc.,20330.75,08/06/2018,No,4,42.392396,-82.947163,"location
(42.392396, -82.947163)",Morningside
4250 Lakepointe,21064572.,Rickman Enterprise Group,15980.56,09/26/2018,No,4,42.392913,-82.947507,"location
(42.392913, -82.947507)",Morningside
3691 Three Mile Dr,21071351.,Salenbien Trucking & Excavating Inc.,24797.50,08/06/2018,No,4,42.393623,-82.93462,"location
(42.393623, -82.93462)",Morningside
10020 Somerset,21067207.,DMC Consultants,15886.00,09/16/2018,No,4,42.413068,-82.950838,"location
(42.413068, -82.950838)",Outer Drive-Hayes
18425 Schoenherr,21029822.,Rickman Enterprise Group,16336.55,09/26/2018,No,3,42.430086,-82.985264,"location
(42.430086, -82.985264)",Franklin
5092 Radnor,21078250.,Salenbien Trucking & Excavating Inc.,14746.50,08/06/2018,No,4,42.411534,-82.919057,"location
(42.411534, -82.919057)",Cornerstone Village
3504 Buckingham,21069626.,Salenbien Trucking & Excavating Inc.,29808.25,08/06/2018,No,4,42.390986,-82.936956,"location
(42.390986, -82.936956)",Morningside
15674 Novara,21022374.,DMC Consultants,13646.00,09/04/2018,No,3,42.438879,-82.959249,"location
(42.438879, -82.959249)",Regent Park
9931 Somerset,21067424.,DMC Consultants,26719.00,09/16/2018,No,4,42.412211,-82.952226,"location
(42.412211, -82.952226)",Outer Drive-Hayes
14896 Houston-Whittier,21014338.,Rickman Enterprise Group,9831.55,09/26/2018,No,4,42.420488,-82.967697,"location
(42.420488, -82.967697)",Outer Drive-Hayes
14210 Houston-Whittier,21014401.,Salenbien Trucking & Excavating Inc.,12471.80,08/06/2018,No,4,42.420358,-82.976576,"location
(42.420358, -82.976576)",Eden Gardens
5929 15th St,10005669.,Blue Star,14165.00,09/26/2018,No,5,42.356758,-83.092655,"location
(42.356758, -83.092655)",NW Goldberg
14002 Houston-Whittier,21014422.,Salenbien Trucking & Excavating Inc.,13879.80,08/06/2018,No,4,42.420275,-82.980289,"location
(42.420275, -82.980289)",Eden Gardens
14439 Houston-Whittier,21014528.,Salenbien Trucking & Excavating Inc.,10991.80,08/06/2018,No,4,42.420921,-82.97401,"location
(42.420921, -82.97401)",Mapleridge
5769 Radnor,21078390.,DMC Consultants,16924.00,09/16/2018,No,4,42.415926,-82.922726,"location
(42.415926, -82.922726)",Cornerstone Village
5219 Radnor,21078424.,Salenbien Trucking & Excavating Inc.,11582.50,08/06/2018,No,4,42.412076,-82.92018,"location
(42.412076, -82.92018)",Cornerstone Village
4875 Radnor,21078441.,DMC Consultants,12459.00,09/16/2018,No,4,42.409374,-82.918419,"location
(42.409374, -82.918419)",Cornerstone Village
4591 Radnor,21078454.,DMC Consultants,12533.00,09/16/2018,No,4,42.407943,-82.91746,"location
(42.407943, -82.91746)",Cornerstone Village
14280 Hazelridge,21016073.,Rickman Enterprise Group,17557.55,09/26/2018,No,4,42.424407,-82.975453,"location
(42.424407, -82.975453)",Mapleridge
2909 Philip,21060647.,Salenbien Trucking & Excavating Inc.,16919.80,08/06/2018,No,4,42.383665,-82.949067,"location
(42.383665, -82.949067)",Riverbend
11220 Stockwell,21071968.,Rickman Enterprise Group,15771.55,09/26/2018,No,4,42.419066,-82.960007,"location
(42.419066, -82.960007)",Outer Drive-Hayes
11393 Stockwell,21071998.,Salenbien Trucking & Excavating Inc.,20443.80,08/06/2018,No,4,42.419481,-82.962357,"location
(42.419481, -82.962357)",Outer Drive-Hayes
15887 Novara,21022578.,DMC Consultants,14914.00,09/04/2018,No,3,42.439456,-82.956566,"location
(42.439456, -82.956566)",Regent Park
15262 Liberal,21022692.,DMC Consultants,12948.00,09/04/2018,No,3,42.439679,-82.964182,"location
(42.439679, -82.964182)",Regent Park
20944 Lyndon,22010304-6,Blue Star,15442.00,10/17/2018,No,1,42.393483,-83.247758,"location
(42.393483, -83.247758)",Brightmoor
4511 Radnor,21078464.,DMC Consultants,13663.00,09/16/2018,No,4,42.406956,-82.916813,"location
(42.406956, -82.916813)",Cornerstone Village
850 Navahoe,21046627.,Salenbien Trucking & Excavating Inc.,19683.80,08/06/2018,No,4,42.36739,-82.955905,"location
(42.36739, -82.955905)",Jefferson Chalmers
15251 Rossini Drive,21024985.,Salenbien Trucking & Excavating Inc.,21300.40,06/27/2018,No,3,42.443899,-82.964707,"location
(42.443899, -82.964707)",Regent Park
3053 Lakewood,21054857.,Salenbien Trucking & Excavating Inc.,40714.80,08/06/2018,No,4,42.384313,-82.953521,"location
(42.384313, -82.953521)",Riverbend
2539 Lakewood,21054894.,Salenbien Trucking & Excavating Inc.,38984.80,08/06/2018,No,4,42.380508,-82.951009,"location
(42.380508, -82.951009)",Riverbend
5200 Chicago,16004849.,Den-Man Contractors,255190.00,07/27/2018,Yes,7,42.368216,-83.133269,"location
(42.368216, -83.133269)",Nardin Park
9226 Montrose,22052888.,Salenbien Trucking & Excavating Inc.,15670.63,07/28/2018,No,7,42.363222,-83.198997,"location
(42.363222, -83.198997)",Joy Community
9150 Decatur,22032265.,Den-Man Contractors,11750.00,10/17/2018,No,7,42.361588,-83.17961,"location
(42.361588, -83.17961)",We Care Community
9315 Decatur,22032380.,Den-Man Contractors,11590.00,10/17/2018,No,7,42.363818,-83.180359,"location
(42.363818, -83.180359)",We Care Community
14728 Mansfield,22057221.,Able Demolition,30309.34,08/23/2018,No,1,42.397248,-83.204767,"location
(42.397248, -83.204767)",Grand River-St Marys
14131 Auburn,22092684.,Able Demolition,19075.34,08/23/2018,No,1,42.38929,-83.234892,"location
(42.38929, -83.234892)",Westwood Park
8247 Plainview,22094734.,Salenbien Trucking & Excavating Inc.,14850.00,10/17/2018,No,7,42.352885,-83.234864,"location
(42.352885, -83.234864)",Warrendale
8904 Grandmont,22064693.,Salenbien Trucking & Excavating Inc.,16888.00,10/17/2018,No,7,42.359554,-83.208776,"location
(42.359554, -83.208776)",Joy Community
