Address,Parcel ID,Council_District,Commercial Building,Latitude,Longitude,Location,Neighborhood
8047 Lauder,22042732.,7,No,42.351779,-83.18957,"location
(42.351779, -83.18957)",Fiskhorn
9654 Rutherford,22055756.,7,No,42.367515,-83.201806,"location
(42.367515, -83.201806)",Joy Community
9633 Rutherford,22056714.,7,No,42.367215,-83.20247,"location
(42.367215, -83.20247)",Joy Community
2942 Garland,21037753.,5,No,42.370866,-82.984247,"location
(42.370866, -82.984247)",East Village
8471 Greenview,22080607.,7,No,42.355143,-83.222745,"location
(42.355143, -83.222745)",Warrendale
18562 Westmoreland,22093181.,1,No,42.426875,-83.236172,"location
(42.426875, -83.236172)",Evergreen-Outer Drive
6403 Piedmont,22087939.,7,No,42.337419,-83.228211,"location
(42.337419, -83.228211)",Warrendale
6575 Canton,15010249.,3,No,42.384531,-83.030315,"location
(42.384531, -83.030315)",Airport Sub
13108 Canonbury,17015573.,4,No,42.419077,-83.011155,"location
(42.419077, -83.011155)",LaSalle College Park
20135 Fleming,13024760-1,3,No,42.443046,-83.079174,"location
(42.443046, -83.079174)",Butler
19961 Goddard,13024671.,3,No,42.441219,-83.077839,"location
(42.441219, -83.077839)",Butler
7358 Plainview,22093612.,7,No,42.345472,-83.23389,"location
(42.345472, -83.23389)",Warrendale
7369 Plainview,22094790.,7,No,42.345592,-83.234587,"location
(42.345592, -83.234587)",Warrendale
20243 Ashton,22075347.,1,No,42.441431,-83.221565,"location
(42.441431, -83.221565)",O'Hair Park
2418 Highland,10003675.,5,No,42.388526,-83.115276,"location
(42.388526, -83.115276)",Dexter-Linwood
18962 Pelkey,21029934.,3,No,42.434021,-82.985947,"location
(42.434021, -82.985947)",Franklin
2726 Fullerton,10003809.,5,No,42.387956,-83.121365,"location
(42.387956, -83.121365)",Dexter-Linwood
17595 Evergreen,22096194.,1,No,42.420582,-83.238733,"location
(42.420582, -83.238733)",Holcomb Community
18919 Huntington,22089797.,1,No,42.427636,-83.233643,"location
(42.427636, -83.233643)",Evergreen-Outer Drive
14212 Spring Garden,21017248.,4,No,42.427596,-82.976801,"location
(42.427596, -82.976801)",Mapleridge
1211 Patricia,20014405.,6,No,42.280686,-83.148979,"location
(42.280686, -83.148979)",Boynton
19681 Charest,13023664.,3,No,42.439064,-83.071836,"location
(42.439064, -83.071836)",Pershing
19736 Charest,13023542.,3,No,42.439848,-83.071324,"location
(42.439848, -83.071324)",Pershing
13551 Appoline,22021776.,7,No,42.386598,-83.170074,"location
(42.386598, -83.170074)",Grand River-I96
19668 Mitchell,13023825.,3,No,42.438906,-83.07226,"location
(42.438906, -83.07226)",Pershing
14274 Glenwood,21018111.,4,No,42.43033,-82.975754,"location
(42.43033, -82.975754)",Mapleridge
19314 Mitchell,13023792.,3,No,42.435812,-83.072073,"location
(42.435812, -83.072073)",Pershing
20101 Chapel,22111501.,1,No,42.439523,-83.255384,"location
(42.439523, -83.255384)",Evergreen Lahser 7/8
1216 Liddesdale,20013640.,6,No,42.280005,-83.147744,"location
(42.280005, -83.147744)",Boynton
19196 Houghton,22115370.008,1,No,42.430591,-83.260553,"location
(42.430591, -83.260553)",Berg-Lahser
19913 Southfield,22073933-4,1,No,42.437639,-83.220218,"location
(42.437639, -83.220218)",O'Hair Park
19170 Mitchell,13023774.,3,No,42.434046,-83.071971,"location
(42.434046, -83.071971)",Pershing
2931 Garland,21038294.,5,No,42.370488,-82.984811,"location
(42.370488, -82.984811)",East Village
7310 Minock,22090501.,7,No,42.344843,-83.231437,"location
(42.344843, -83.231437)",Warrendale
3450 Pulford,13001700.001,5,No,42.360436,-83.025726,"location
(42.360436, -83.025726)",McDougall-Hunt
19950 Stahelin,22083359.,1,No,42.438282,-83.227854,"location
(42.438282, -83.227854)",O'Hair Park
14211 Saratoga,21019167.,4,No,42.433021,-82.977002,"location
(42.433021, -82.977002)",Mapleridge
19209 Harned,13024214.,3,No,42.434492,-83.073927,"location
(42.434492, -83.073927)",Pershing
12740 Lawton,10003971.005,5,No,42.388941,-83.122408,"location
(42.388941, -83.122408)",Dexter-Linwood
12734 Lawton,10003971.004,5,No,42.388899,-83.122391,"location
(42.388899, -83.122391)",Dexter-Linwood
12728 Lawton,10003971.003,5,No,42.388845,-83.122397,"location
(42.388845, -83.122397)",Dexter-Linwood
19197 Gallagher,13023391.,3,No,42.434409,-83.070012,"location
(42.434409, -83.070012)",Pershing
19434 Harned,13024049-50,3,No,42.43742,-83.073242,"location
(42.43742, -83.073242)",Pershing
15770 Robson,22043753.,1,No,42.406894,-83.192509,"location
(42.406894, -83.192509)",Belmont
2046 Kendall,08004958.,2,No,42.399835,-83.118797,"location
(42.399835, -83.118797)",Oakman Blvd Community
18911 Mapleview,21029464.,3,No,42.433373,-82.984161,"location
(42.433373, -82.984161)",Franklin
13843 Eastwood,21019492.,3,No,42.433445,-82.981663,"location
(42.433445, -82.981663)",Franklin
13848 Eastwood,21019461.,3,No,42.432939,-82.981535,"location
(42.432939, -82.981535)",Franklin
19651 Anglin,13024388.,3,No,42.438616,-83.07527,"location
(42.438616, -83.07527)",Pershing
2939 Cortland,12003808.,5,No,42.385402,-83.121253,"location
(42.385402, -83.121253)",Dexter-Linwood
19627 Anglin,13024391.,3,No,42.438294,-83.07526,"location
(42.438294, -83.07526)",Pershing
18323 Evergreen,22096155-6,1,No,42.424093,-83.238897,"location
(42.424093, -83.238897)",Holcomb Community
17353 Albion,17014471.,3,No,42.422961,-83.005711,"location
(42.422961, -83.005711)",Von Steuben
19325 Klinger,13023019.,3,No,42.436015,-83.069661,"location
(42.436015, -83.069661)",Pershing
2244 Monterey,08003663.,5,No,42.387523,-83.11105,"location
(42.387523, -83.11105)",Dexter-Linwood
14525 Hubbell,22040047.,1,No,42.394939,-83.188915,"location
(42.394939, -83.188915)",Hubbell-Lyndon
14534 Hubbell,22038984.,1,No,42.39513,-83.188293,"location
(42.39513, -83.188293)",Bethune Community
14531 Hubbell,22040046.,1,No,42.395035,-83.18892,"location
(42.395035, -83.18892)",Hubbell-Lyndon
13985 Freeland,22036336.,1,No,42.388719,-83.185267,"location
(42.388719, -83.185267)",Hubbell-Lyndon
20080 Southfield,22073767-8,2,No,42.440148,-83.219157,"location
(42.440148, -83.219157)",Greenfield
4820 E Davison,13007489.,3,No,42.418125,-83.053896,"location
(42.418125, -83.053896)",Davison
3139 St Joseph,13001881-2,5,No,42.359415,-83.029571,"location
(42.359415, -83.029571)",McDougall-Hunt
3306 Leland,13001958.,5,No,42.360788,-83.029094,"location
(42.360788, -83.029094)",McDougall-Hunt
3836 Cadillac,19005005.,4,No,42.375422,-82.991719,"location
(42.375422, -82.991719)",West End
19376 Revere,13022485-6,3,No,42.436703,-83.068115,"location
(42.436703, -83.068115)",Pershing
19715 Ashton,22075387.,1,No,42.435723,-83.221115,"location
(42.435723, -83.221115)",O'Hair Park
24627 Florence,22012472.,1,No,42.409139,-83.284095,"location
(42.409139, -83.284095)",South of Six
19355 Ashton,22075407.,1,No,42.433006,-83.221002,"location
(42.433006, -83.221002)",O'Hair Park
12062 Marlowe,22040584.,7,No,42.375919,-83.188655,"location
(42.375919, -83.188655)",Plymouth-Hubbell
19430 Cooley,22115267.,1,No,42.433246,-83.259377,"location
(42.433246, -83.259377)",Berg-Lahser
19635 Anglin,13024390.,3,No,42.438404,-83.075263,"location
(42.438404, -83.075263)",Pershing
19381 Anglin,13024407.,3,No,42.436612,-83.075215,"location
(42.436612, -83.075215)",Pershing
20043 Avon,22081622.,1,No,42.439466,-83.227405,"location
(42.439466, -83.227405)",O'Hair Park
19616 Mackay,13024431.,3,No,42.438149,-83.075764,"location
(42.438149, -83.075764)",Pershing
19324 Gilchrist,22065523-4,2,No,42.432586,-83.212658,"location
(42.432586, -83.212658)",Greenfield
19328 Gilchrist,22065525.,2,No,42.432696,-83.212662,"location
(42.432696, -83.212662)",Greenfield
19339 Rosemont,22076814.,1,No,42.432649,-83.22221,"location
(42.432649, -83.22221)",O'Hair Park
19815 Joann,21030781.,3,No,42.441488,-82.99058,"location
(42.441488, -82.99058)",Pulaski
14623 Ardmore,22035279.,1,No,42.396443,-83.184561,"location
(42.396443, -83.184561)",Bethune Community
13326 Longview,21007508.,4,No,42.409223,-82.973367,"location
(42.409223, -82.973367)",Outer Drive-Hayes
14637 Ardmore,22035277.,1,No,42.396648,-83.184571,"location
(42.396648, -83.184571)",Bethune Community
19366 Rosemont,22076654.,1,No,42.433215,-83.221529,"location
(42.433215, -83.221529)",O'Hair Park
12747 Hubbell,22040146.,1,No,42.382164,-83.188558,"location
(42.382164, -83.188558)",Schoolcraft Southfield
18074 Alcoy,21015606.,3,No,42.428697,-82.988212,"location
(42.428697, -82.988212)",Franklin
19757 Rosemont,22076786.,1,No,42.436253,-83.222355,"location
(42.436253, -83.222355)",O'Hair Park
18080 Alcoy,21015607.,3,No,42.428796,-82.988216,"location
(42.428796, -82.988216)",Franklin
19141 Goulburn,21032369.,3,No,42.435368,-82.994045,"location
(42.435368, -82.994045)",Pulaski
12731 Hubbell,22040148.,1,No,42.381945,-83.18855,"location
(42.381945, -83.18855)",Schoolcraft Southfield
18087 Alcoy,21015827.,3,No,42.428882,-82.98893,"location
(42.428882, -82.98893)",Franklin
17170 Fenelon,13016917.,3,No,42.419951,-83.05255,"location
(42.419951, -83.05255)",Davison
18111 Alcoy,21015824.,3,No,42.429178,-82.988942,"location
(42.429178, -82.988942)",Franklin
18400 Alcoy,21015613.,3,No,42.429522,-82.988242,"location
(42.429522, -82.988242)",Franklin
18416 Alcoy,21015615.,3,No,42.429715,-82.988248,"location
(42.429715, -82.988248)",Franklin
4975 Daniels,18010898.,6,No,42.335013,-83.129235,"location
(42.335013, -83.129235)",Claytown
19497 Trinity,22108650.012,1,No,42.434363,-83.250369,"location
(42.434363, -83.250369)",Evergreen Lahser 7/8
18458 Alcoy,21015621.,3,No,42.430307,-82.988266,"location
(42.430307, -82.988266)",Franklin
12730 Terry,22042898.029,1,No,42.381881,-83.190971,"location
(42.381881, -83.190971)",Schoolcraft Southfield
7784 Grandville,22088131.,7,No,42.349474,-83.229173,"location
(42.349474, -83.229173)",Warrendale
9355 Terry,22043280.,7,No,42.364044,-83.191024,"location
(42.364044, -83.191024)",We Care Community
3414 Junction,16012964.,6,No,42.329372,-83.109785,"location
(42.329372, -83.109785)",Central Southwest
3009 Clairmount,12002591.,5,No,42.370883,-83.112958,"location
(42.370883, -83.112958)",Jamison
18947 Hickory,21030483.,3,No,42.43378,-82.987867,"location
(42.43378, -82.987867)",Franklin
12666 Terry,22042898.021,1,No,42.381004,-83.190933,"location
(42.381004, -83.190933)",Schoolcraft Southfield
12667 Terry,22043183.,1,No,42.380995,-83.191539,"location
(42.380995, -83.191539)",Schoolcraft Southfield
18933 Hickory,21030485-6,3,No,42.433587,-82.987859,"location
(42.433587, -82.987859)",Franklin
19373 Glastonbury,22082347.,1,No,42.433285,-83.223459,"location
(42.433285, -83.223459)",O'Hair Park
18073 Pelkey,21030185.,3,No,42.428741,-82.986416,"location
(42.428741, -82.986416)",Franklin
9533 Hubbell,22040247.,7,No,42.366042,-83.187825,"location
(42.366042, -83.187825)",Plymouth-Hubbell
19754 Avon,22081583.,1,No,42.436154,-83.226414,"location
(42.436154, -83.226414)",O'Hair Park
19428 Stout,22101450-1,1,No,42.43356,-83.243027,"location
(42.43356, -83.243027)",Evergreen Lahser 7/8
13563 Healy,13017878.,3,No,42.417296,-83.054185,"location
(42.417296, -83.054185)",Davison
7667 Piedmont,22087849.,7,No,42.347912,-83.228579,"location
(42.347912, -83.228579)",Warrendale
12691 Lauder,22042549.,1,No,42.381341,-83.190578,"location
(42.381341, -83.190578)",Schoolcraft Southfield
19467 Stout,22101563.,1,No,42.434066,-83.243674,"location
(42.434066, -83.243674)",Evergreen Lahser 7/8
14360 Freeland,22035559.,1,No,42.393397,-83.18486,"location
(42.393397, -83.18486)",Hubbell-Lyndon
19177 Glastonbury,22082365.,1,No,42.431117,-83.223367,"location
(42.431117, -83.223367)",O'Hair Park
19475 Stout,22101562.,1,No,42.434176,-83.243678,"location
(42.434176, -83.243678)",Evergreen Lahser 7/8
19480 Stout,22101458-9,1,No,42.434224,-83.243049,"location
(42.434224, -83.243049)",Evergreen Lahser 7/8
19486 Stout,22101460.,1,No,42.434348,-83.243054,"location
(42.434348, -83.243054)",Evergreen Lahser 7/8
19379 Avon,22081663.,1,No,42.433351,-83.227028,"location
(42.433351, -83.227028)",O'Hair Park
19507 Stout,22101557.,1,No,42.434621,-83.243694,"location
(42.434621, -83.243694)",Evergreen Lahser 7/8
5920 Iroquois,17007166.,5,No,42.385202,-83.013897,"location
(42.385202, -83.013897)",Gratiot Town/Ketterring
19783 Stout,22101541.,1,No,42.436113,-83.243743,"location
(42.436113, -83.243743)",Evergreen Lahser 7/8
14515 Troester,21016771.,4,No,42.426541,-82.972779,"location
(42.426541, -82.972779)",Mapleridge
19344 Wexford,13021554.,3,No,42.436336,-83.065028,"location
(42.436336, -83.065028)",Pershing
14688 Troester,21016617.,4,No,42.426106,-82.970802,"location
(42.426106, -82.970802)",Mapleridge
15040 Liberal,21022702-3,3,No,42.439949,-82.966034,"location
(42.439949, -82.966034)",Regent Park
14800 Troester,21016612.,4,No,42.426106,-82.969942,"location
(42.426106, -82.969942)",Mapleridge
13233 Greiner,21020527.,3,No,42.42784,-82.989003,"location
(42.42784, -82.989003)",Franklin
19643 Binder,13021343.,3,No,42.438711,-83.064743,"location
(42.438711, -83.064743)",Pershing
19201 Blackstone,22109278.,1,No,42.430824,-83.251422,"location
(42.430824, -83.251422)",Evergreen Lahser 7/8
12121 Strathmoor,22038549.,7,No,42.376743,-83.187052,"location
(42.376743, -83.187052)",Plymouth-Hubbell
19411 Binder,13021355.,3,No,42.437274,-83.06465,"location
(42.437274, -83.06465)",Pershing
19303 Binder,13021370.,3,No,42.435773,-83.064552,"location
(42.435773, -83.064552)",Pershing
19199 Patton,22104306.,1,No,42.430936,-83.245512,"location
(42.430936, -83.245512)",Evergreen Lahser 7/8
13139 Meyers,22020543.,7,No,42.383995,-83.168858,"location
(42.383995, -83.168858)",Grand River-I96
14717 Lannette,21010281.,4,No,42.417727,-82.969932,"location
(42.417727, -82.969932)",Outer Drive-Hayes
14709 Lannette,21010280.,4,No,42.41773,-82.97008,"location
(42.41773, -82.97008)",Outer Drive-Hayes
13125 Meyers,22020545.,7,No,42.383805,-83.168851,"location
(42.383805, -83.168851)",Grand River-I96
13115 Meyers,22020546.,7,No,42.383707,-83.168847,"location
(42.383707, -83.168847)",Grand River-I96
5638 Kopernick,16001555.,6,No,42.329711,-83.111389,"location
(42.329711, -83.111389)",Central Southwest
18889 Maine,09012587.,3,No,42.431716,-83.076237,"location
(42.431716, -83.076237)",Northeast Central District
19324 Westbrook,22109914.,1,No,42.431652,-83.25198,"location
(42.431652, -83.25198)",Evergreen Lahser 7/8
19145 Rosemont,22076830.,1,No,42.430678,-83.222125,"location
(42.430678, -83.222125)",O'Hair Park
14711 Kilbourne,21010192.,4,No,42.416909,-82.969775,"location
(42.416909, -82.969775)",Outer Drive-Hayes
14286 Marlowe,22040685.,1,No,42.392186,-83.189248,"location
(42.392186, -83.189248)",Hubbell-Lyndon
18426 St Marys,22058719.,2,No,42.425297,-83.206931,"location
(42.425297, -83.206931)",College Park
14756 Kilbourne,21009868.,4,No,42.416431,-82.968861,"location
(42.416431, -82.968861)",Outer Drive-Hayes
12788 Monte Vista,16044512.,7,No,42.383233,-83.166064,"location
(42.383233, -83.166064)",Grand River-I96
13158 Appoline,22020946.,7,No,42.384273,-83.169353,"location
(42.384273, -83.169353)",Grand River-I96
19410 Burt Rd,22107789.003,1,No,42.433199,-83.248354,"location
(42.433199, -83.248354)",Evergreen Lahser 7/8
13538 Eureka,13018289.,3,No,42.417058,-83.055598,"location
(42.417058, -83.055598)",Davison
19434 Faust,22078834.,1,No,42.434097,-83.223934,"location
(42.434097, -83.223934)",O'Hair Park
14422 Marlowe,22040705.,1,No,42.394105,-83.189328,"location
(42.394105, -83.189328)",Hubbell-Lyndon
14428 Marlowe,22040706.,1,No,42.394201,-83.189331,"location
(42.394201, -83.189331)",Hubbell-Lyndon
13539 Tuller,16027154.,7,No,42.386979,-83.146759,"location
(42.386979, -83.146759)",Oakman Blvd Community
20238 Moross,21079628-9,4,No,42.426706,-82.935031,"location
(42.426706, -82.935031)",Moross-Morang
14742 Rosemary,21009439.,4,No,42.415609,-82.968846,"location
(42.415609, -82.968846)",Outer Drive-Hayes
14737 Rosemary,21009813.,4,No,42.416085,-82.968949,"location
(42.416085, -82.968949)",Outer Drive-Hayes
14243 Kilbourne,21010170.,4,No,42.416354,-82.974332,"location
(42.416354, -82.974332)",Eden Gardens
14835 Hazelridge,21016217.,4,No,42.424968,-82.969311,"location
(42.424968, -82.969311)",Mapleridge
13625 Allonby,22006491.,7,No,42.377573,-83.178843,"location
(42.377573, -83.178843)",Paveway
18469 Greenview,22080227.,1,No,42.425829,-83.225593,"location
(42.425829, -83.225593)",Evergreen-Outer Drive
13505 Hasse,13018249.,3,No,42.416539,-83.054777,"location
(42.416539, -83.054777)",Davison
14601 Hazelridge,21016196.,4,No,42.424929,-82.972353,"location
(42.424929, -82.972353)",Mapleridge
18412 Greenview,22080039.,1,No,42.425046,-83.224885,"location
(42.425046, -83.224885)",Evergreen-Outer Drive
5943 Lola,16001593.,6,No,42.329523,-83.115499,"location
(42.329523, -83.115499)",Central Southwest
4944 Braden,18011209.,6,No,42.334095,-83.1308,"location
(42.334095, -83.1308)",Claytown
12945 Sorrento,22024256.,7,No,42.382809,-83.172082,"location
(42.382809, -83.172082)",Grand River-I96
4516 E Mcnichols,13007171.,3,No,42.418543,-83.057672,"location
(42.418543, -83.057672)",Davison
18821 Pembroke,22017848.,1,No,42.436857,-83.227348,"location
(42.436857, -83.227348)",O'Hair Park
18651 Pembroke,22017845.,1,No,42.436867,-83.22659,"location
(42.436867, -83.22659)",O'Hair Park
4430 E Mcnichols,13007176.,3,No,42.418529,-83.05837,"location
(42.418529, -83.05837)",Davison
18320 Avon,22081499.,1,No,42.424427,-83.225978,"location
(42.424427, -83.225978)",Evergreen-Outer Drive
12843 Lauder,22042530.,1,No,42.383425,-83.190665,"location
(42.383425, -83.190665)",Schoolcraft Southfield
12811 Lauder,22042534.,1,No,42.382986,-83.190647,"location
(42.382986, -83.190647)",Schoolcraft Southfield
18466 Avon,22081511-2,1,No,42.4258,-83.226023,"location
(42.4258, -83.226023)",Evergreen-Outer Drive
13686 Castleton,22006425.,7,No,42.376452,-83.179942,"location
(42.376452, -83.179942)",Paveway
14661 Alma,21014810.,4,No,42.421744,-82.97117,"location
(42.421744, -82.97117)",Mapleridge
5285 Linwood,10007798.,5,No,42.351284,-83.09376,"location
(42.351284, -83.09376)",Woodbridge
2935 Pasadena,12004698.,2,No,42.393864,-83.126878,"location
(42.393864, -83.126878)",Oakman Blvd Community
14536 Stoepel,16018893.,7,No,42.395993,-83.140726,"location
(42.395993, -83.140726)",Chalfonte
13210 Tuller,16026705.,7,No,42.385582,-83.146083,"location
(42.385582, -83.146083)",Oakman Blvd Community
13291 Ardmore,22035363.,1,No,42.385516,-83.184147,"location
(42.385516, -83.184147)",Schoolcraft Southfield
14617 Stoepel,16019608-9,7,No,42.397052,-83.141401,"location
(42.397052, -83.141401)",Chalfonte
18935 Schoenherr,21029789.,3,No,42.433647,-82.985404,"location
(42.433647, -82.985404)",Franklin
12745 Tuller,16027188.,7,No,42.383131,-83.146603,"location
(42.383131, -83.146603)",Oakman Blvd Community
12758 Turner,16027280.,7,No,42.383217,-83.147073,"location
(42.383217, -83.147073)",Oakman Blvd Community
13340 Promenade,21008784.,4,No,42.412203,-82.974966,"location
(42.412203, -82.974966)",Outer Drive-Hayes
14840 Santa Rosa,16020037.,7,No,42.398749,-83.141964,"location
(42.398749, -83.141964)",Chalfonte
